year,hour,season,avg_load_mw,avg_wind_mw,avg_solar_mw,net_load_mw,season_min_net_load,evening_peak_net_load,duck_curve_depth_mw
2017,8,summer,40253.883979049104,5916.353046594982,378.7037037037037,33958.82722875042,31061.983960780886,54588.88137691171,23526.897416130825
2017,9,summer,42588.662531588525,5916.353046594982,378.7037037037037,36293.60578128984,31061.983960780886,54588.88137691171,23526.897416130825
2017,10,summer,45746.15149536057,5916.353046594982,378.7037037037037,39451.09474506189,31061.983960780886,54588.88137691171,23526.897416130825
2017,11,summer,49177.13236028996,5916.353046594982,378.7037037037037,42882.075609991276,31061.983960780886,54588.88137691171,23526.897416130825
2017,12,summer,52398.534250173114,5916.353046594982,378.7037037037037,46103.47749987443,31061.983960780886,54588.88137691171,23526.897416130825
2017,13,summer,55205.76085509822,5916.353046594982,378.7037037037037,48910.70410479952,31061.983960780886,54588.88137691171,23526.897416130825
2017,14,summer,57633.747918825095,5916.353046594982,378.7037037037037,51338.6911685264,31061.983960780886,54588.88137691171,23526.897416130825
2017,15,summer,59411.146118723664,5916.353046594982,378.7037037037037,53116.08936842497,31061.983960780886,54588.88137691171,23526.897416130825
2017,16,summer,60450.472987013614,5916.353046594982,378.7037037037037,54155.41623671493,31061.983960780886,54588.88137691171,23526.897416130825
2017,17,summer,60883.93812721039,5916.353046594982,378.7037037037037,54588.88137691171,31061.983960780886,54588.88137691171,23526.897416130825
2017,18,summer,60520.052678971326,5916.353046594982,378.7037037037037,54224.995928672644,31061.983960780886,54588.88137691171,23526.897416130825
2017,19,summer,59129.41897426631,5916.353046594982,378.7037037037037,52834.362223967626,31061.983960780886,54588.88137691171,23526.897416130825
2017,20,summer,56991.33339847956,5916.353046594982,378.7037037037037,50696.27664818087,31061.983960780886,54588.88137691171,23526.897416130825
2017,21,summer,55197.66170762471,5916.353046594982,378.7037037037037,48902.60495732603,31061.983960780886,54588.88137691171,23526.897416130825
2017,22,summer,53422.96557192581,5916.353046594982,378.7037037037037,47127.90882162712,31061.983960780886,54588.88137691171,23526.897416130825
2017,23,summer,49996.33306209211,5916.353046594982,378.7037037037037,43701.27631179342,31061.983960780886,54588.88137691171,23526.897416130825
2017,0,winter,34349.552496797616,7910.138248847926,202.55696364567333,26236.857284304017,23255.43349450921,32235.056661759812,8979.623167250604
2017,1,winter,32596.8031663116,7910.138248847926,202.55696364567333,24484.107953818002,23255.43349450921,32235.056661759812,8979.623167250604
2017,2,winter,31758.623928817397,7910.138248847926,202.55696364567333,23645.928716323793,23255.43349450921,32235.056661759812,8979.623167250604
2017,3,winter,31368.128707002805,7910.138248847926,202.55696364567333,23255.43349450921,23255.43349450921,32235.056661759812,8979.623167250604
2017,4,winter,31417.191400712443,7910.138248847926,202.55696364567333,23304.496188218847,23255.43349450921,32235.056661759812,8979.623167250604
2017,5,winter,32115.450374754033,7910.138248847926,202.55696364567333,24002.755162260437,23255.43349450921,32235.056661759812,8979.623167250604
2017,6,winter,34004.92820482792,7910.138248847926,202.55696364567333,25892.23299233432,23255.43349450921,32235.056661759812,8979.623167250604
2017,7,winter,37029.25024032093,7910.138248847926,202.55696364567333,28916.55502782734,23255.43349450921,32235.056661759812,8979.623167250604
2017,8,winter,38366.68376260749,7910.138248847926,202.55696364567333,30253.988550113892,23255.43349450921,32235.056661759812,8979.623167250604
2017,9,winter,38531.29372421958,7910.138248847926,202.55696364567333,30418.59851172598,23255.43349450921,32235.056661759812,8979.623167250604
2017,10,winter,38726.1778741356,7910.138248847926,202.55696364567333,30613.482661642,23255.43349450921,32235.056661759812,8979.623167250604
2017,11,winter,38705.425750058756,7910.138248847926,202.55696364567333,30592.730537565152,23255.43349450921,32235.056661759812,8979.623167250604
2017,12,winter,38468.79618497896,7910.138248847926,202.55696364567333,30356.10097248536,23255.43349450921,32235.056661759812,8979.623167250604
2017,13,winter,38164.379336069316,7910.138248847926,202.55696364567333,30051.684123575717,23255.43349450921,32235.056661759812,8979.623167250604
2017,14,winter,37999.649416230495,7910.138248847926,202.55696364567333,29886.954203736892,23255.43349450921,32235.056661759812,8979.623167250604
2017,15,winter,37801.93313985753,7910.138248847926,202.55696364567333,29689.237927363934,23255.43349450921,32235.056661759812,8979.623167250604
